title_URL,title,ridingarea,distance,descent,climb,DifficultyRating,Coordinates,Local_Popularity
https://www.trailforks.com/trails/bad-mayonnaise/,Bad Mayonnaise,Dogtown,"1,785 ft",-32 ft,28 ft,"
                     Black Diamond rate
                ","(42.672650, -70.645390)",45
https://www.trailforks.com/trails/bad-reputation/,Bad Reputation,Ashland Town Forest,"4,127 ft",-124 ft,97 ft,"
                     Blue rate
                ","(42.275450, -71.478440)",90
https://www.trailforks.com/trails/bail-out-326018/,Bail Out,Wrentham State Forest & Conservation Lands,62 ft,,,"
                     Green rate
                ","(42.036770, -71.325320)",5
https://www.trailforks.com/trails/baker-pond/,Baker Pond,Nickerson State Park,1 mile,-167 ft,122 ft,"
                     Green rate
                ","(41.760980, -70.013190)",40
https://www.trailforks.com/trails/baker-s-meadow-trail/,Baker's Meadow Trail,Andover,1 mile,-52 ft,33 ft,"
                     Blue rate
                ","(42.655530, -71.162430)",15
https://www.trailforks.com/trails/bakers-1/,Bakers 1,Nickerson State Park,511 ft,,44 ft,"
                     Green rate
                ","(41.766540, -70.007610)",30
https://www.trailforks.com/trails/balance-rock-75998/,Balance Rock,Kennedy Park,"3,129 ft",-261 ft,77 ft,"
                     Green rate
                ","(42.379550, -73.298640)",35
https://www.trailforks.com/trails/balance-rock/,Balance Rock,Pittsfield State Forest,"1,722 ft",-90 ft,3 ft,"
                     Blue rate
                ","(42.512900, -73.274930)",65
https://www.trailforks.com/trails/balance-rock-loop/,Balance Rock Loop,Pittsfield State Forest,1 mile,-73 ft,475 ft,"
                     Blue rate
                ","(42.508180, -73.284410)",45
https://www.trailforks.com/trails/balance-rock-trail-18249/,Balance Rock Trail,Pittsfield State Forest,1 mile,-365 ft,87 ft,"
                     Blue rate
                ","(42.504470, -73.292560)",50
https://www.trailforks.com/trails/balanced-boulder-loops/,Balanced Boulder Loops,Lynn Woods,"1,080 ft",-36 ft,10 ft,"
                     Blue rate
                ","(42.499860, -71.001460)",85
https://www.trailforks.com/trails/bald-connector/,Bald Connector,Kennedy Park,"2,261 ft",-32 ft,132 ft,"
                     Blue rate
                ","(42.353150, -73.326950)",45
https://www.trailforks.com/trails/bald-hill-1/,Bald Hill 1,Bald Hill Trails,"1,335 ft",-64 ft,56 ft,"
                     Blue rate
                ","(42.577750, -70.847480)",20
https://www.trailforks.com/trails/bald-hill-2/,Bald Hill 2,Bald Hill Trails,151 ft,-9 ft,,"
                     Blue rate
                ","(42.579270, -70.844440)",65
https://www.trailforks.com/trails/bald-hill-3/,Bald Hill 3,Bald Hill Trails,"1,447 ft",-66 ft,19 ft,"
                     Blue rate
                ","(42.577670, -70.846710)",20
