title_URL,title,ridingarea,distance,descent,climb,DifficultyRating,Coordinates,Local_Popularity
https://www.trailforks.com/trails/low-flying-riders/,Low Flying Riders,Lind Farm,"1,040 ft",,10 ft,"
                     Green rate
                ","(42.092990, -71.312400)",90
https://www.trailforks.com/trails/low-place-trail/,Low Place Trail BlueBlaze,Hadley,"3,550 ft",,348 ft,,"(42.295570, -72.556860)",25
https://www.trailforks.com/trails/low-road-318344/,Low Road,Adams Farm,722 ft,-7 ft,,"
                     Blue rate
                ","(42.172350, -71.276670)",65
https://www.trailforks.com/trails/low-roller-coaster/,Low Roller Coaster,Hodges Village Dam,"4,295 ft",-36 ft,15 ft,"
                     Blue rate
                ","(42.120960, -71.887130)",65
https://www.trailforks.com/trails/lowell--lawrence-railroad-reservation/,Lowell & Lawrence Railroad Reservation,Andover,"2,900 ft",,,"
                     Green rate
                ","(42.645230, -71.206480)",20
https://www.trailforks.com/trails/lowell-connector/,Lowell Connector,Lowell-Dracut-Tyngsboro State Forest,"3,888 ft",-68 ft,73 ft,"
                     Blue rate
                ","(42.660950, -71.361710)",85
https://www.trailforks.com/trails/lowellercoaster/,Lowellercoaster,Lowell-Dracut-Tyngsboro State Forest,"1,145 ft",-37 ft,54 ft,"
                     Blue rate
                ","(42.669310, -71.367940)",10
https://www.trailforks.com/trails/lower-access/,Lower Access,Batchelor Street Trails,1 mile,-58 ft,229 ft,,"(42.286280, -72.519060)",40
https://www.trailforks.com/trails/lower-access-trail/,Lower Access Trail,Lynn Woods,"1,369 ft",-57 ft,87 ft,"
                     Blue rate
                ","(42.510490, -71.007010)",100
https://www.trailforks.com/trails/lower-adams/,Lower Adams,Stony Brook Reservation,423 ft,-19 ft,15 ft,"
                     Blue rate
                ","(42.262130, -71.144410)",50
https://www.trailforks.com/trails/lower-buck-hill/,Lower Buck Hill,Blue Hills Reservation,863 ft,-33 ft,,"
                     Blue rate
                ","(42.219170, -71.074350)",75
https://www.trailforks.com/trails/lower-concrete-skinny/,Lower Concrete Skinny,Plainville Conservation Land,279 ft,,,"
                     Blue rate
                ","(42.025250, -71.340970)",50
https://www.trailforks.com/trails/lower-cross-trail-325325/,Lower Cross Trail,Bourne,577 ft,,16 ft,"
                     Blue rate
                ","(41.724750, -70.598580)",5
https://www.trailforks.com/trails/lower-droids/,Lower Droids,Orchard Hill / UMass Trails,935 ft,-42 ft,,,"(42.398010, -72.517580)",95
https://www.trailforks.com/trails/lower-esker/,Lower Esker,Beaver Brook North,413 ft,-9 ft,7 ft,"
                     Blue rate
                ","(42.404960, -71.204910)",50
https://www.trailforks.com/trails/lower-field-202887/,Lower Field,Webber Conservation Restriction,656 ft,-12 ft,5 ft,"
                     Green rate
                ","(42.237670, -71.697970)",95
https://www.trailforks.com/trails/lower-grizzly-adams/,Lower Grizzly Adams,Bear Hole,"1,726 ft",-13 ft,9 ft,"
                     Blue rate
                ","(42.140790, -72.674050)",90
https://www.trailforks.com/trails/lower-hughes/,Lower Hughes,Hopkinton,"2,372 ft",,17 ft,"
                     Green rate
                ","(42.204740, -71.510780)",5
https://www.trailforks.com/trails/lower-lawrence-path/,Lower Lawrence Path,Stony Brook Reservation,"1,355 ft",-16 ft,36 ft,"
                     Green rate
                ","(42.265970, -71.145400)",70
https://www.trailforks.com/trails/lower-ledge-231265/,Lower Ledge,Northfield Mountain Recreation and Environmental Center,1 mile,-35 ft,646 ft,"
                     Blue rate
                ","(42.610000, -72.467190)",50
https://www.trailforks.com/trails/lower-ledge-loop/,Lower Ledge Loop,Woods Road/Barre State Forest,"2,139 ft",-20 ft,42 ft,"
                     Black Diamond rate
                ","(42.380550, -72.080650)",75
https://www.trailforks.com/trails/lower-loop-225456/,Lower Loop,Borderland State Park,"1,877 ft",-3 ft,5 ft,"
                     Green rate
                ","(42.070290, -71.153570)",85
https://www.trailforks.com/trails/lower-loop-blue/,Lower Loop (blue),Crocker Conservation Area,"1,972 ft",-49 ft,35 ft,"
                     Green rate
                ","(42.591720, -71.814180)",5
https://www.trailforks.com/trails/lower-manning-park-path/,Lower Manning Park Path,Dogtown,702 ft,-51 ft,,"
                     Blue rate
                ","(42.660860, -70.628880)",5
https://www.trailforks.com/trails/lower-meadow/,Lower Meadow,Brigham Hill Wildlife Area,"1,138 ft",-16 ft,24 ft,"
                     Green rate
                ","(42.219280, -71.714020)",5
https://www.trailforks.com/trails/lower-orange-trail-133138/,Lower Orange Trail,Adams Farm,"5,157 ft",-56 ft,32 ft,"
                     Black Diamond rate
                ","(42.182640, -71.259520)",85
https://www.trailforks.com/trails/lower-pk-rolls/,Lower PK Rolls,Wrentham State Forest & Conservation Lands,758 ft,-30 ft,,,,
https://www.trailforks.com/trails/lower-poknee-135171/,Lower Po-knee,Kennedy Park,"2,078 ft",-248 ft,31 ft,"
                     Blue rate
                ","(42.373550, -73.307850)",80
https://www.trailforks.com/trails/lower-pond-316324/,Lower Pond,South Woods,"1,959 ft",-12 ft,7 ft,"
                     Black Diamond rate
                ","(42.639550, -70.632680)",95
https://www.trailforks.com/trails/lower-powerline-330818/,Lower Powerline,Franklin State Forest,"1,030 ft",,29 ft,"
                     Green rate
                ","(42.073460, -71.423420)",60
https://www.trailforks.com/trails/lower-powisset-porch/,Lower Powisset Porch,Hale,"2,522 ft",-102 ft,63 ft,"
                     Black Diamond rate
                ","(42.228890, -71.252830)",90
https://www.trailforks.com/trails/lower-sidetrack/,Lower Sidetrack,Anderson-Crosier Wood & Prescott Sanctuary,697 ft,,11 ft,,"(42.199140, -71.665880)",5
https://www.trailforks.com/trails/lower-slap--n-tickle-trail/,Lower Slap 'n Tickle Trail,Otis - Crane WMA,"2,920 ft",-68 ft,55 ft,,"(41.648510, -70.597370)",95
